1,8,0.00,265.37,109.77,381.33,1,-1,-1,-1
1,7,1252.28,509.20,59.49,133.61,1,-1,-1,-1
1,6,1869.09,376.41,49.91,222.56,1,-1,-1,-1
1,5,19.57,469.71,87.46,343.43,1,-1,-1,-1
1,4,257.00,420.69,101.50,296.43,1,-1,-1,-1
1,3,108.48,461.53,97.76,297.45,1,-1,-1,-1
1,2,1233.55,467.51,133.65,218.98,1,-1,-1,-1
1,1,1691.97,381.05,152.23,352.62,1,-1,-1,-1
2,8,2.30,289.91,98.21,357.46,1,-1,-1,-1
2,6,1875.44,376.36,43.85,201.27,1,-1,-1,-1
2,5,11.99,481.75,104.02,385.41,1,-1,-1,-1
2,4,252.59,465.98,101.96,251.80,1,-1,-1,-1
2,3,88.21,446.35,105.42,326.35,1,-1,-1,-1
2,2,1265.80,464.46,85.93,184.44,1,-1,-1,-1
2,1,1695.06,374.87,180.23,378.32,1,-1,-1,-1
3,9,1275.12,449.54,77.48,212.88,1,-1,-1,-1
3,7,1248.68,487.23,56.65,162.73,1,-1,-1,-1
3,6,1875.18,376.38,43.39,197.06,1,-1,-1,-1
3,5,-7.56,337.99,127.29,553.51,1,-1,-1,-1
3,4,259.23,449.58,103.64,263.67,1,-1,-1,-1
3,3,91.32,469.91,103.68,303.88,1,-1,-1,-1
3,1,1704.00,371.77,179.78,363.72,1,-1,-1,-1
4,6,1873.05,374.18,45.00,200.53,1,-1,-1,-1
4,5,-9.25,295.41,126.77,598.18,1,-1,-1,-1
4,4,255.89,434.29,109.65,285.19,1,-1,-1,-1
4,3,93.56,470.73,105.70,301.32,1,-1,-1,-1
4,1,1698.05,381.38,166.54,337.01,1,-1,-1,-1
5,6,1870.62,364.84,47.16,205.23,1,-1,-1,-1
5,5,-8.11,257.61,129.29,646.33,1,-1,-1,-1
5,4,263.35,431.27,113.19,289.73,1,-1,-1,-1
5,3,95.69,474.01,99.31,285.70,1,-1,-1,-1
5,1,1694.86,388.87,161.34,336.08,1,-1,-1,-1
6,9,1276.23,435.98,90.34,247.57,1,-1,-1,-1
6,6,1867.96,353.31,49.82,213.94,1,-1,-1,-1
6,5,-6.15,240.84,132.50,683.09,1,-1,-1,-1
6,4,252.43,438.53,103.61,271.93,1,-1,-1,-1
6,3,97.29,479.11,102.56,290.52,1,-1,-1,-1
6,1,1701.11,397.31,156.81,331.27,1,-1,-1,-1
7,9,1274.22,433.47,90.39,244.61,1,-1,-1,-1
7,6,1865.68,347.92,52.48,227.26,1,-1,-1,-1
7,5,-1.52,211.66,142.32,713.98,1,-1,-1,-1
7,4,259.87,444.93,100.77,264.08,1,-1,-1,-1
7,3,91.68,478.98,100.69,295.98,1,-1,-1,-1
7,1,1695.09,393.33,166.04,336.45,1,-1,-1,-1
8,9,1275.63,436.94,88.46,240.09,1,-1,-1,-1
8,6,1863.82,342.24,54.59,237.88,1,-1,-1,-1
8,5,-2.12,197.42,146.69,741.22,1,-1,-1,-1
8,4,264.51,445.52,97.02,258.26,1,-1,-1,-1
8,3,96.04,469.60,102.46,302.24,1,-1,-1,-1
8,1,1688.71,393.75,168.06,341.03,1,-1,-1,-1
9,9,1281.04,433.30,93.13,232.34,1,-1,-1,-1
9,6,1861.61,340.27,56.69,244.63,1,-1,-1,-1
9,5,0.56,185.99,154.72,748.08,1,-1,-1,-1
9,4,268.99,443.47,96.92,266.29,1,-1,-1,-1
9,3,97.10,461.78,102.48,304.88,1,-1,-1,-1
9,1,1677.10,402.42,153.72,335.34,1,-1,-1,-1
10,9,1279.87,440.28,91.27,231.57,1,-1,-1,-1
10,6,1871.29,353.54,50.66,237.92,1,-1,-1,-1
10,5,-0.01,185.45,160.53,771.37,1,-1,-1,-1
10,4,271.01,446.95,93.97,269.12,1,-1,-1,-1
10,3,93.79,442.82,107.71,333.35,1,-1,-1,-1
10,1,1686.16,398.34,155.39,340.48,1,-1,-1,-1
11,9,1283.80,436.97,91.34,237.03,1,-1,-1,-1
11,6,1876.75,368.58,45.75,220.35,1,-1,-1,-1
11,5,-0.95,171.13,163.73,779.03,1,-1,-1,-1
11,4,268.18,455.31,88.72,260.83,1,-1,-1,-1
11,3,95.94,434.22,106.80,347.97,1,-1,-1,-1
11,1,1676.21,398.61,145.14,337.74,1,-1,-1,-1
12,9,1286.84,443.18,89.21,234.93,1,-1,-1,-1
12,6,1868.23,358.22,50.64,245.20,1,-1,-1,-1
12,5,-1.06,191.12,166.51,773.10,1,-1,-1,-1
12,4,266.13,450.07,84.52,257.89,1,-1,-1,-1
12,3,91.63,428.94,110.98,363.29,1,-1,-1,-1
12,1,1684.36,395.90,148.32,337.08,1,-1,-1,-1
13,9,1290.96,440.37,89.19,239.29,1,-1,-1,-1
13,6,1863.35,357.89,54.43,264.12,1,-1,-1,-1
13,5,0.77,182.79,172.55,771.30,1,-1,-1,-1
13,4,278.12,435.85,86.93,271.89,1,-1,-1,-1
13,3,94.52,434.39,108.62,357.42,1,-1,-1,-1
13,1,1688.12,397.76,147.60,349.23,1,-1,-1,-1
14,9,1289.55,448.82,99.52,232.41,1,-1,-1,-1
14,6,1860.32,350.23,57.09,266.55,1,-1,-1,-1
14,5,-0.44,183.83,175.49,780.25,1,-1,-1,-1
14,4,286.71,440.11,84.33,274.00,1,-1,-1,-1
14,3,93.32,440.98,105.58,343.11,1,-1,-1,-1
14,1,1687.20,394.08,142.24,347.03,1,-1,-1,-1
15,9,1288.69,446.25,105.71,225.70,1,-1,-1,-1
15,6,1859.66,348.22,58.28,258.07,1,-1,-1,-1
15,5,1.85,179.15,182.70,780.25,1,-1,-1,-1
15,4,292.09,448.25,82.03,265.28,1,-1,-1,-1
15,3,99.80,429.45,101.20,343.64,1,-1,-1,-1
15,1,1687.65,393.16,145.54,350.91,1,-1,-1,-1
16,9,1287.10,445.43,109.56,220.27,1,-1,-1,-1
16,6,1857.83,371.25,59.99,245.49,1,-1,-1,-1
16,5,1.40,164.60,187.46,778.19,1,-1,-1,-1
16,4,293.29,449.45,86.64,263.60,1,-1,-1,-1
16,3,105.15,410.84,97.04,353.65,1,-1,-1,-1
16,1,1682.94,392.46,142.96,357.39,1,-1,-1,-1
17,9,1289.44,455.65,116.71,222.48,1,-1,-1,-1
17,6,1852.30,364.80,64.43,260.67,1,-1,-1,-1
17,5,0.71,181.91,191.12,771.87,1,-1,-1,-1
17,4,290.61,436.11,89.37,273.42,1,-1,-1,-1
17,1,1678.09,389.37,136.65,355.20,1,-1,-1,-1
18,9,1290.11,450.81,116.04,216.91,1,-1,-1,-1
18,6,1851.38,375.04,66.10,259.13,1,-1,-1,-1
18,5,1.34,191.27,196.04,756.86,1,-1,-1,-1
18,4,300.95,449.50,85.24,267.28,1,-1,-1,-1
18,1,1673.40,384.03,144.41,357.64,1,-1,-1,-1
19,9,1293.03,449.98,113.62,213.73,1,-1,-1,-1
19,6,1841.63,357.03,73.70,290.74,1,-1,-1,-1
19,5,2.31,192.75,201.75,749.68,1,-1,-1,-1
19,4,310.43,444.35,88.35,276.69,1,-1,-1,-1
19,1,1663.63,380.67,143.04,368.30,1,-1,-1,-1
20,13,1286.99,506.44,46.16,156.21,1,-1,-1,-1
20,9,1296.02,447.66,109.97,210.70,1,-1,-1,-1
20,6,1848.65,363.59,70.94,313.43,1,-1,-1,-1
20,5,6.80,195.18,214.49,744.22,1,-1,-1,-1
20,4,311.31,451.28,88.12,273.46,1,-1,-1,-1
20,1,1658.00,384.57,143.02,378.02,1,-1,-1,-1
21,13,1285.71,503.17,47.12,155.87,1,-1,-1,-1
21,9,1294.35,460.06,115.67,214.19,1,-1,-1,-1
21,6,1850.49,366.29,70.00,342.16,1,-1,-1,-1
21,5,15.33,195.69,222.52,741.75,1,-1,-1,-1
21,4,313.29,452.56,88.40,268.57,1,-1,-1,-1
21,1,1653.65,370.08,147.26,386.87,1,-1,-1,-1
22,9,1284.02,448.02,112.97,218.62,1,-1,-1,-1
22,6,1849.80,365.99,70.72,368.80,1,-1,-1,-1
22,5,9.70,198.20,232.13,750.16,1,-1,-1,-1
22,4,311.45,443.30,87.76,270.65,1,-1,-1,-1
22,1,1652.28,370.19,151.46,391.43,1,-1,-1,-1
23,9,1292.58,453.22,117.06,217.66,1,-1,-1,-1
23,6,1840.32,345.08,76.84,400.02,1,-1,-1,-1
23,5,9.16,196.04,244.02,744.15,1,-1,-1,-1
23,4,313.14,441.51,89.70,274.78,1,-1,-1,-1
23,1,1648.50,375.63,160.96,383.55,1,-1,-1,-1
24,9,1294.03,455.13,119.92,216.03,1,-1,-1,-1
24,6,1833.05,334.57,82.66,421.56,1,-1,-1,-1
24,5,10.65,187.00,258.81,751.20,1,-1,-1,-1
24,4,315.43,449.94,93.15,275.56,1,-1,-1,-1
24,1,1643.32,372.99,162.11,388.39,1,-1,-1,-1
25,13,1303.28,511.05,54.33,141.21,1,-1,-1,-1
25,9,1298.22,461.11,116.82,220.93,1,-1,-1,-1
25,6,1827.90,327.43,87.68,440.17,1,-1,-1,-1
25,5,9.55,188.53,270.83,752.67,1,-1,-1,-1
25,4,306.79,444.81,94.28,281.89,1,-1,-1,-1
25,1,1643.59,378.95,158.15,385.42,1,-1,-1,-1
26,13,1308.79,509.76,53.64,135.53,1,-1,-1,-1
26,9,1300.69,463.70,113.78,224.92,1,-1,-1,-1
26,6,1827.59,323.19,89.63,442.98,1,-1,-1,-1
26,5,9.18,181.47,276.64,750.90,1,-1,-1,-1
26,4,322.44,443.92,85.04,277.11,1,-1,-1,-1
26,1,1645.05,381.70,163.02,384.50,1,-1,-1,-1
27,9,1301.46,461.77,111.51,228.17,1,-1,-1,-1
27,6,1832.24,330.90,87.91,440.67,1,-1,-1,-1
27,5,9.45,182.34,289.35,733.11,1,-1,-1,-1
27,4,323.01,451.01,87.58,280.98,1,-1,-1,-1
