3,1,291.557,192.468,331.05100000000004,311.695
3,2,53.8152,193.418,102.244,324.19
3,3,586.982,194.324,628.516,325.95000000000005
3,4,250.649,183.272,301.225,301.34499999999997
3,5,177.834,203.176,211.03,302.51599999999996
4,1,291.557,192.468,331.05100000000004,311.695
4,2,53.8152,193.418,102.244,324.19
4,3,586.982,194.324,628.516,325.95000000000005
4,4,250.649,183.272,301.225,301.34499999999997
4,5,177.834,203.176,211.03,302.51599999999996
4,6,214.406,220.215,239.071,287.082
5,1,291.557,192.468,331.05100000000004,311.695
5,2,53.8152,193.418,102.244,324.19
5,3,586.982,194.324,628.516,325.95000000000005
5,4,250.649,183.272,301.225,301.34499999999997
5,5,177.834,203.176,211.03,302.51599999999996
5,6,214.406,220.215,239.071,287.082
6,1,291.557,192.468,331.05100000000004,311.695
6,2,53.8152,193.418,102.244,324.19
6,3,586.982,194.324,628.516,325.95000000000005
6,4,250.649,183.272,301.225,301.34499999999997
6,5,177.834,203.176,211.03,302.51599999999996
6,6,214.406,220.215,239.071,287.082
7,1,291.557,192.468,331.05100000000004,311.695
7,2,53.8152,193.418,102.244,324.19
7,4,250.649,183.272,301.225,301.34499999999997
7,5,177.834,203.176,211.03,302.51599999999996
7,6,214.406,220.215,239.071,287.082
8,1,291.557,192.468,331.05100000000004,311.695
8,2,53.8152,193.418,102.244,324.19
8,4,250.649,183.272,301.225,301.34499999999997
8,5,177.834,203.176,211.03,302.51599999999996
8,6,214.406,220.215,239.071,287.082
8,7,22.1385,185.87,81.4973,340.707
9,1,291.557,192.468,331.05100000000004,311.695
9,2,53.8152,193.418,102.244,324.19
9,4,250.649,183.272,301.225,301.34499999999997
9,5,177.834,203.176,211.03,302.51599999999996
9,6,214.406,220.215,239.071,287.082
9,7,22.1385,185.87,81.4973,340.707
10,1,291.557,192.468,331.05100000000004,311.695
10,4,250.649,183.272,301.225,301.34499999999997
10,5,177.834,203.176,211.03,302.51599999999996
10,6,214.406,220.215,239.071,287.082
10,7,22.1385,185.87,81.4973,340.707
11,1,291.557,192.468,331.05100000000004,311.695
11,4,250.649,183.272,301.225,301.34499999999997
11,5,177.834,203.176,211.03,302.51599999999996
11,6,214.406,220.215,239.071,287.082
11,7,22.1385,185.87,81.4973,340.707
11,8,154.912,197.4,195.75400000000002,321.164
12,1,291.557,192.468,331.05100000000004,311.695
12,4,250.649,183.272,301.225,301.34499999999997
12,6,214.406,220.215,239.071,287.082
12,7,22.1385,185.87,81.4973,340.707
12,8,154.912,197.4,195.75400000000002,321.164
13,1,291.557,192.468,331.05100000000004,311.695
13,4,250.649,183.272,301.225,301.34499999999997
13,6,214.406,220.215,239.071,287.082
13,7,22.1385,185.87,81.4973,340.707
13,8,154.912,197.4,195.75400000000002,321.164
13,9,0.0,175.918,47.1267,366.315
13,10,237.176,218.673,265.062,296.076
14,1,291.557,192.468,331.05100000000004,311.695
14,4,250.649,183.272,301.225,301.34499999999997
14,6,214.406,220.215,239.071,287.082
14,7,22.1385,185.87,81.4973,340.707
